sex,length,diameter,height,whole-weight,shucked-weight,viscera-weight,shell-weight,rings
3.0,42.0,30.0,11.0,9.3,3.4,,,5.0
3.0,56.0,42.0,incons,-42.75000000000001,10.6,5.3,,152.25
3.0,56.0,40.0,13.0,17.9,7.2,3.7,6.0,7.0
3.0,57.0,43.0,12.0,18.7,6.2,4.6,6.0,6.0
3.0,58.0,42.0,14.0,22.3,9.6,4.1,6.0,5.0
3.0,58.0,42.0,,23.9,11.2,incons,6.0,6.0
3.0,58.0,42.0,13.0,19.4,7.5,4.4,6.0,6.0
3.0,64.0,170.5,14.0,,11.7,5.1,8.2,
3.0,65.0,50.0,14.0,34.9,17.5,7.1,8.0,7.0
3.0,67.0,50.0,16.0,33.9,13.9,8.8,9.9,6.0
3.0,70.0,47.0,16.0,34.0,14.5,9.3,194.375,7.0
3.0,70.0,50.0,14.0,32.1,14.3,,9.2,6.0
