hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
5.0,0.0,6.0,0.0,2.0,-2.35025,0.303,1.0,0.1343,,3.0,
6.0,,6.0,0.0,,0.3,0.2879,1.0,0.2239,-11.1,3.0,4.0
12.785,,6.0,0.0,-2.5,-2.2216,0.2727,1.0,0.2985,5.0,,15.0
8.0,,6.0,8.14,2.0,-2.35025,0.2727,1.0,12.497037500000001,16.0,,45.0
9.0,0.0,6.0,,2.0,0.32,,0.93,0.2239,15.0,48.0,63.0
10.0,0.0,6.0,0.0,,,0.3333,0.93,,34.0,69.0,103.0
9.75,,6.0,0.0,2.0,0.4,0.4091,,0.2239,43.0,116.0,159.0
12.0,0.0,6.0,0.0,2.0,3.31015,0.4394,0.67,0.2537,46.0,121.0,
13.0,0.0,,0.0,,0.46,0.4545,0.67,17.2698625,60.0,130.0,190.0
14.0,0.0,6.0,0.0,9.75,,0.4697,0.59,0.2836,80.0,9.8523625,198.0
15.0,-11.225,-14.213125000000002,0.0,2.0,0.46,4.125,0.63,0.2985,83.0,,205.0
,,6.0,0.0,2.0,,0.4697,0.59,0.2985,74.0,130.0,-22.241687499999998
9.75,0.0,6.0,0.0,,3.31015,,,0.3582,,104.0,
18.0,0.0,6.0,,2.0,0.48,0.4697,0.59,0.3284,37.0,115.0,152.0
19.0,0.0,6.0,0.0,2.0,,-2.875,-4.5,0.3284,27.0,62.0,89.0
20.0,0.0,6.0,0.0,-6.25,0.44,0.4394,0.77,,-11.1,58.0,
21.0,0.0,6.0,0.0,,0.44,0.4394,0.72,0.3284,12.0,60.0,72.0
22.0,0.0,6.0,0.0,2.0,0.42,,0.77,0.2985,16.0,47.0,63.0
23.0,0.0,6.0,0.0,2.0,-2.35025,0.4394,0.77,0.2985,10.0,34.0,44.0
0.0,0.0,0.0,15.568150000000001,9.75,0.42,0.4242,0.77,0.3582,11.0,41.0,
1.0,18.335,23.461875,,2.0,0.42,,,0.2836,12.0,9.8523625,39.0
2.0,0.0,0.0,0.0,2.0,0.4,0.4091,0.82,0.2836,5.0,27.0,32.0
9.75,-11.225,0.0,0.0,2.0,,0.4242,0.82,0.2985,2.0,9.0,11.0
4.0,0.0,0.0,0.0,2.0,-2.35025,0.4242,0.88,0.3582,0.0,3.0,3.0
,,0.0,0.0,2.0,,,0.94,0.3582,1.0,1.0,37.3936875
7.0,0.0,,8.14,3.0,3.31015,0.4242,1.0,0.4478,,5.0,
12.785,0.0,0.0,0.0,2.0,0.4,,,0.2985,1.0,8.0,37.3936875
9.0,0.0,0.0,,2.0,0.42,-2.875,7.1,0.2836,4.0,,22.0
10.0,0.0,0.0,0.0,,0.42,0.4242,1.0,0.2985,4.0,,31.0
11.0,0.0,0.0,0.0,2.0,0.42,0.4242,,0.2239,18.0,,37.3936875
12.0,0.0,0.0,0.0,2.0,3.31015,0.4545,0.94,,10.0,69.0,79.0
13.0,0.0,-8.462499999999999,,2.0,0.46,0.4545,0.94,0.3582,22.0,83.0,105.0
9.75,0.0,0.0,-4.8999999999999995,3.0,0.44,0.4394,1.0,0.2239,12.0,27.0,39.0
15.0,0.0,0.0,0.0,9.75,-2.35025,0.4394,1.0,0.2239,3.0,4.0,7.0
16.0,,0.0,,3.0,0.36,0.3333,1.0,,3.0,,-22.322812499999998
,0.0,0.0,0.0,3.0,0.34,0.303,-4.5,0.2985,2.0,23.0,25.0
18.0,0.0,0.0,0.0,9.75,0.32,0.2879,1.0,0.3582,0.0,23.0,23.0
19.0,,0.0,0.0,3.0,0.3,4.125,-4.5,0.4925,0.0,11.0,11.0
20.0,0.0,0.0,0.0,-6.25,-2.35025,0.2424,1.0,0.4179,,8.0,11.0
,0.0,0.0,0.0,9.75,0.24,0.1818,0.93,0.6119,18.259999999999998,6.0,7.0
22.0,-11.225,0.0,0.0,2.0,0.22,6.0,1.0,0.3881,0.0,10.0,10.0
,0.0,-8.462499999999999,0.0,2.0,,0.197,1.0,0.4179,0.0,9.0,9.0
,0.0,1.0,1.0,3.0,0.2,,1.0,-10.116437499999998,0.0,4.0,4.0
1.0,0.0,1.0,,3.0,0.2,0.1818,1.0,0.3284,0.0,2.0,2.0
3.0,0.0,1.0,,1.0,3.31015,0.1515,0.8,17.2698625,0.0,-12.616437499999998,1.0
-7.9750000000000005,18.335,1.0,,1.0,0.2,4.125,,0.5224,1.0,0.0,37.345012499999996
5.0,0.0,1.0,1.0,1.0,0.2,0.1818,7.1,0.3582,0.0,1.0,1.0
-7.9750000000000005,0.0,1.0,1.0,1.0,0.2,0.1818,0.75,0.3881,3.0,31.0,34.0
7.0,0.0,-8.462499999999999,1.0,,0.2,0.1667,,-7.4950625,-11.1,88.0,37.345012499999996
8.0,0.0,1.0,1.0,9.75,0.2,0.1818,0.75,0.3881,11.0,200.0,211.0
,0.0,1.0,1.0,1.0,3.31015,0.1818,0.64,0.4627,18.259999999999998,,134.0
10.0,0.0,1.0,1.0,1.0,,,0.6,0.2985,15.0,43.0,58.0
11.0,0.0,1.0,1.0,1.0,0.26,0.2121,7.1,,19.0,41.0,60.0
12.0,18.335,1.0,1.0,1.0,0.3,0.2727,0.42,0.4179,-11.1,68.0,96.0
13.0,0.0,1.0,1.0,,0.32,0.2879,7.1,0.3881,16.0,54.0,37.3936875
14.0,0.0,1.0,,1.0,-2.35025,0.2879,,-10.116437499999998,,56.0,77.0
15.0,0.0,1.0,15.568150000000001,,0.34,0.303,,0.3881,32.0,64.0,96.0
,-11.225,1.0,15.568150000000001,1.0,0.34,4.125,0.31,0.3582,26.0,96.0,-22.322812499999998
17.0,0.0,1.0,1.0,1.0,3.31015,0.303,,,,,233.0
18.0,-11.225,1.0,1.0,1.0,0.32,,-4.5,,19.0,214.0,
19.0,0.0,1.0,1.0,1.0,,0.2879,0.33,,11.0,134.0,145.0
-7.9750000000000005,0.0,1.0,1.0,1.0,0.3,0.303,,12.497037500000001,,87.0,92.0
21.0,0.0,,1.0,9.75,0.28,0.2727,7.1,0.2239,1.0,,37.345012499999996
22.0,0.0,1.0,1.0,1.0,0.26,,0.48,0.1642,1.0,34.0,35.0
23.0,0.0,,,,0.28,0.3182,7.1,,0.0,22.0,22.0
,0.0,13.8775,15.568150000000001,1.0,0.26,4.125,0.48,0.0896,-11.1,9.0,10.0
1.0,0.0,2.0,,1.0,0.24,0.2424,-4.5,0.1343,0.0,4.0,4.0
2.0,0.0,2.0,-4.8999999999999995,1.0,0.24,0.2424,0.52,0.1343,1.0,0.0,37.345012499999996
-7.9750000000000005,0.0,2.0,1.0,1.0,0.24,0.2576,0.52,0.0896,17.998625,2.0,7.0
4.0,0.0,,1.0,1.0,,,0.64,0.0,0.0,2.0,
5.0,0.0,2.0,1.0,1.0,0.2,,7.1,0.1045,2.0,8.0,
6.0,0.0,2.0,1.0,1.0,0.2,0.2576,7.1,0.0,3.0,42.0,45.0
7.0,0.0,2.0,,1.0,,0.197,0.64,0.1343,9.0,119.0,128.0
8.0,-11.225,2.0,1.0,1.0,-2.35025,0.2273,0.55,17.2698625,10.0,,257.0
9.0,0.0,2.0,1.0,1.0,,-2.875,0.41,-10.116437499999998,11.0,140.0,
10.0,0.0,23.461875,1.0,2.0,0.3,0.2879,0.33,0.194,,46.0,37.3936875
11.0,0.0,2.0,8.14,2.0,0.36,0.3485,0.25,0.1642,,52.0,78.0
12.0,0.0,2.0,-9.28025,2.0,0.36,,0.23,0.0,29.0,70.0,-22.322812499999998
13.0,0.0,2.0,8.14,,0.38,0.3939,0.25,-7.4950625,18.259999999999998,21.289862499999998,98.0
14.0,0.0,2.0,1.0,2.0,3.31015,0.3939,,,16.0,56.0,72.0
15.0,0.0,2.0,,2.0,0.36,0.3788,0.18,0.0,35.0,77.0,
16.0,0.0,,-9.28025,1.0,0.38,-4.0,0.27,0.1642,26.0,82.0,
17.0,0.0,2.0,1.0,1.0,0.36,0.3485,,0.2239,39.0,,248.0
18.0,0.0,2.0,1.0,,0.34,-2.875,0.27,0.194,21.0,21.289862499999998,235.0
19.0,0.0,,1.0,1.0,-2.35025,4.125,0.31,0.1045,-10.0,-5.7539375,150.0
20.0,18.335,2.0,1.0,1.0,3.31015,0.3333,0.39,0.0896,,74.0,-22.322812499999998
21.0,0.0,-13.976812500000001,1.0,1.0,0.3,0.2879,7.1,0.194,7.0,-12.616437499999998,37.3936875
22.0,0.0,2.0,1.0,1.0,0.3,0.2879,0.49,-10.116437499999998,,44.0,55.0
23.0,0.0,2.0,1.0,1.0,0.28,0.2727,0.61,0.194,3.0,21.289862499999998,41.0
0.0,0.0,3.0,1.0,1.0,0.26,0.2879,,0.0896,,9.0,9.0
1.0,0.0,3.0,1.0,9.75,0.26,6.0,7.1,0.1343,0.0,,4.0
2.0,0.0,3.0,1.0,1.0,0.26,0.2727,7.1,,-10.664375,1.0,2.0
3.0,0.0,3.0,,,0.24,0.2576,0.7,0.0896,1.0,,3.0
4.0,0.0,,1.0,1.0,0.24,0.2576,0.75,0.1045,0.0,,2.0
5.0,0.0,3.0,15.568150000000001,2.0,0.24,0.2424,,0.1343,1.0,9.8523625,8.0
6.0,0.0,3.0,,2.0,-2.35025,-2.875,-4.5,0.1045,5.0,9.8523625,-22.322812499999998
7.0,,3.0,1.0,2.0,0.24,0.2424,0.87,,18.0,123.0,141.0
8.0,0.0,,1.0,,0.24,0.2424,0.87,0.1343,11.0,238.0,249.0
9.0,,-8.462499999999999,1.0,2.0,0.26,,0.87,0.2537,5.0,-12.616437499999998,141.0
10.0,-11.225,3.0,1.0,2.0,0.3,0.2879,0.75,0.2537,8.0,49.0,57.0
9.75,0.0,3.0,1.0,2.0,0.32,-2.875,7.1,0.3881,15.0,44.0,59.0
12.0,18.335,3.0,1.0,,0.32,,0.76,-10.116437499999998,14.0,84.0,98.0
13.0,0.0,3.0,1.0,2.0,3.31015,-2.875,0.76,0.3582,17.0,82.0,99.0
,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.2985,-11.1,61.0,71.0
12.785,0.0,3.0,8.14,2.0,0.36,0.3333,7.1,0.2985,-11.1,64.0,79.0
16.0,0.0,3.0,1.0,,0.34,-2.875,0.76,0.3284,10.0,102.0,112.0
17.0,,3.0,1.0,2.0,0.34,4.125,0.76,0.2985,-10.664375,176.0,194.0
,18.335,3.0,1.0,2.0,,0.3182,0.76,0.2537,12.0,176.0,188.0
-6.25,0.0,3.0,1.0,2.0,-2.35025,0.303,-4.5,0.3284,,-5.7539375,134.0
12.785,0.0,,1.0,2.0,0.32,0.3182,7.1,0.194,4.0,87.0,
21.0,0.0,3.0,1.0,-6.25,0.32,-2.875,0.93,0.3284,18.259999999999998,52.0,62.0
22.0,-11.225,-14.213125000000002,1.0,3.5,0.32,,0.93,,4.0,17.0,21.0
23.0,0.0,3.0,1.0,3.5,0.34,0.3333,0.93,,1.0,17.0,18.0
0.0,,4.0,8.14,3.0,0.34,0.3182,0.0,0.2537,3.0,0.0,37.3936875
-7.9750000000000005,,4.0,1.0,3.0,0.34,0.3182,0.0,,0.0,2.0,2.0
2.0,0.0,4.0,1.0,3.0,0.34,,0.0,0.2537,0.0,-5.7539375,-22.241687499999998
5.0,0.0,,1.0,3.0,0.36,0.3485,,0.194,1.0,2.0,
6.0,0.0,4.0,1.0,3.0,0.36,,0.0,0.3284,-10.664375,12.0,12.0
7.0,-11.225,4.0,1.0,-6.25,0.38,0.3939,0.0,0.2239,1.0,36.0,37.3936875
8.0,0.0,,1.0,3.0,0.38,0.3939,0.0,0.2836,1.0,43.0,44.0
9.0,0.0,4.0,1.0,3.0,0.4,0.4091,0.0,17.2698625,1.0,23.0,24.0
,,4.0,1.0,,0.4,0.4091,0.0,0.1642,0.0,,17.0
11.0,0.0,4.0,1.0,,0.4,0.4091,0.0,0.2537,6.0,5.0,37.3936875
12.0,,4.0,,3.0,0.42,-2.875,0.0,0.2239,4.0,21.289862499999998,34.0
13.0,0.0,,8.14,3.0,,0.4242,0.0,0.2239,-11.1,11.0,37.3936875
14.0,-11.225,-8.462499999999999,1.0,3.0,0.44,0.4394,0.0,12.497037500000001,,12.0,12.0
15.0,0.0,,1.0,3.0,0.44,,0.0,0.2239,3.0,11.0,14.0
16.0,0.0,4.0,,3.0,0.42,,0.0,0.2537,1.0,20.0,21.0
17.0,0.0,,1.0,2.0,0.44,0.4394,0.0,12.497037500000001,2.0,109.0,111.0
,0.0,4.0,-4.8999999999999995,,0.44,,0.0,0.3582,2.0,80.0,82.0
19.0,0.0,4.0,1.0,3.0,0.44,0.4394,0.0,-10.116437499999998,5.0,,56.0
,0.0,13.8775,,,3.31015,4.125,0.0,-10.116437499999998,,-12.616437499999998,38.0
21.0,-11.225,4.0,1.0,-6.25,0.36,0.3485,0.0,0.2239,1.0,-12.616437499999998,37.345012499999996
22.0,0.0,4.0,1.0,2.0,0.34,0.3333,0.0,0.1343,4.0,30.0,-22.322812499999998
,0.0,-8.462499999999999,1.0,3.0,0.34,6.0,0.0,-10.116437499999998,1.0,,27.0
,0.0,5.0,1.0,2.0,0.34,0.3485,1.0,0.0896,0.0,6.0,6.0
1.0,0.0,5.0,1.0,9.75,0.34,0.3485,1.0,0.1045,17.998625,8.0,8.0
2.0,0.0,5.0,-4.8999999999999995,3.0,0.34,0.3485,1.0,0.1045,2.0,3.0,5.0
12.785,,5.0,1.0,,0.32,0.3333,0.93,0.0896,0.0,2.0,
5.0,0.0,5.0,,1.0,0.3,,0.81,0.2239,1.0,,7.0
6.0,0.0,,1.0,,0.26,0.2424,0.81,,1.0,31.0,
7.0,,5.0,1.0,1.0,,-2.875,0.7,0.194,10.0,-12.616437499999998,114.0
12.785,0.0,5.0,1.0,,0.28,0.2727,0.7,0.2537,15.0,244.0,259.0
-7.9750000000000005,,5.0,1.0,2.0,0.3,0.2879,0.61,0.2836,13.0,9.8523625,156.0
10.0,0.0,5.0,,2.0,0.32,,0.57,17.2698625,18.0,60.0,78.0
11.0,0.0,5.0,1.0,2.0,0.32,0.303,0.57,0.2985,14.0,67.0,81.0
12.0,0.0,23.3200875,1.0,2.0,0.34,0.3182,0.53,0.2537,15.0,96.0,111.0
13.0,0.0,5.0,1.0,-6.25,0.36,0.3333,0.53,0.2537,,92.0,107.0
12.785,0.0,,1.0,2.0,0.36,0.3333,-4.5,,25.0,,89.0
15.0,,5.0,1.0,2.0,0.34,0.3182,0.53,-10.116437499999998,21.0,64.0,37.3936875
16.0,-11.225,5.0,1.0,2.0,,,0.49,0.2985,18.0,-5.7539375,113.0
17.0,,5.0,1.0,-6.25,-2.35025,0.3182,0.49,0.2239,23.0,200.0,223.0
18.0,18.335,5.0,1.0,9.75,0.32,0.303,0.49,0.3284,19.0,134.0,153.0
19.0,0.0,5.0,1.0,1.0,,0.2727,0.56,17.2698625,7.0,111.0,37.3936875
20.0,0.0,23.461875,1.0,1.0,0.3,4.125,0.56,0.1642,,70.0,76.0
-7.9750000000000005,-11.225,5.0,,2.0,0.3,,0.52,,10.0,43.0,53.0
22.0,,5.0,1.0,1.0,0.3,6.0,0.52,,,53.0,64.0
-7.9750000000000005,-11.225,5.0,1.0,1.0,0.3,0.2879,0.52,0.2537,,34.0,37.0
0.0,0.0,6.0,0.0,1.0,0.26,0.2727,0.6,0.1343,4.0,30.0,34.0
1.0,0.0,-14.213125000000002,0.0,,0.24,0.2273,-4.5,0.194,3.0,15.0,18.0
2.0,0.0,6.0,0.0,1.0,0.24,0.2273,0.65,0.194,0.0,21.289862499999998,14.0
3.0,18.335,6.0,0.0,,0.24,,0.65,0.2537,1.0,6.0,7.0
4.0,0.0,6.0,-4.8999999999999995,1.0,0.24,0.2273,0.65,,0.0,1.0,1.0
5.0,0.0,6.0,,,0.22,0.2273,,0.194,0.0,2.0,2.0
6.0,0.0,6.0,0.0,1.0,3.31015,0.2121,,-10.116437499999998,,2.0,4.0
7.0,0.0,6.0,0.0,1.0,,0.2273,0.7,0.194,,-5.7539375,23.0
8.0,0.0,6.0,,,0.26,0.2576,0.65,0.1642,9.0,-12.616437499999998,53.0
9.0,0.0,6.0,0.0,1.0,0.28,0.2879,7.1,0.1045,25.0,76.0,101.0
12.785,18.335,6.0,0.0,1.0,0.32,0.303,,0.2239,-11.1,-5.7539375,
11.0,0.0,6.0,0.0,1.0,,0.303,7.1,0.3284,18.259999999999998,,119.0
12.0,0.0,6.0,0.0,1.0,0.34,4.125,7.1,0.2836,51.0,107.0,158.0
,-11.225,6.0,0.0,9.75,0.36,,,0.3582,62.0,-12.616437499999998,157.0
,0.0,6.0,0.0,,,-2.875,0.5,0.4478,-11.1,96.0,166.0
15.0,,-14.213125000000002,0.0,1.0,,4.125,0.44,17.2698625,81.0,101.0,-22.322812499999998
16.0,0.0,,,1.0,0.46,6.0,0.41,0.4478,100.0,,244.0
17.0,0.0,6.0,0.0,-6.25,0.46,0.4545,0.44,17.2698625,99.0,114.0,213.0
18.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.54,0.1642,54.0,21.289862499999998,37.345012499999996
19.0,0.0,6.0,,1.0,-2.35025,0.4242,,0.0896,26.0,,112.0
20.0,0.0,6.0,-4.8999999999999995,9.75,0.4,0.4091,0.58,0.1045,22.0,-5.7539375,86.0
-7.9750000000000005,0.0,,0.0,1.0,,6.0,-4.5,0.0,36.0,46.0,82.0
22.0,0.0,6.0,0.0,1.0,,0.3788,,0.0,7.0,56.0,63.0
23.0,0.0,6.0,0.0,1.0,0.38,4.125,0.66,0.0896,11.0,38.0,-22.322812499999998
0.0,-11.225,0.0,0.0,1.0,0.38,0.3939,0.62,12.497037500000001,3.0,9.8523625,
1.0,18.335,0.0,0.0,1.0,0.36,-2.875,0.66,0.1343,-11.1,23.0,
3.0,18.335,,-4.8999999999999995,1.0,0.34,,0.76,0.1343,6.0,17.0,-22.322812499999998
4.0,0.0,0.0,0.0,1.0,0.34,,7.1,0.1642,4.0,9.0,13.0
5.0,0.0,,0.0,,3.31015,0.3485,0.62,0.1343,0.0,3.0,3.0
12.785,0.0,0.0,0.0,,0.34,4.125,,0.0,0.0,2.0,2.0
7.0,0.0,0.0,0.0,1.0,0.36,4.125,7.1,0.194,2.0,8.0,10.0
8.0,18.335,0.0,0.0,1.0,0.4,0.4091,0.5,0.2985,11.0,23.0,34.0
12.785,0.0,0.0,0.0,1.0,0.4,0.4091,0.5,0.4179,8.0,36.0,44.0
,0.0,0.0,0.0,1.0,0.42,0.4242,0.47,,-11.1,21.289862499999998,122.0
,0.0,0.0,,,0.44,,,0.4179,-10.664375,93.0,181.0
12.0,0.0,13.8775,,1.0,0.46,0.4545,0.38,0.3881,74.0,,194.0
13.0,0.0,0.0,0.0,1.0,0.46,-2.875,7.1,17.2698625,97.0,124.0,221.0
14.0,0.0,0.0,0.0,1.0,0.46,0.4545,,-10.116437499999998,144.0,106.0,250.0
15.0,0.0,0.0,,1.0,,,7.1,-10.116437499999998,-11.1,155.0,
16.0,18.335,0.0,-4.8999999999999995,-6.25,0.46,0.4545,0.41,0.3881,124.0,132.0,
-7.9750000000000005,0.0,0.0,0.0,1.0,0.44,,,,18.259999999999998,143.0,241.0
18.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.43,0.3582,55.0,92.0,
19.0,,0.0,0.0,1.0,3.31015,0.3333,0.5,0.3582,28.0,73.0,37.345012499999996
20.0,0.0,23.3200875,0.0,,0.32,0.303,0.57,0.2985,23.0,-12.616437499999998,77.0
21.0,0.0,0.0,0.0,1.0,0.3,0.2879,0.56,0.2537,,-12.616437499999998,58.0
22.0,0.0,0.0,0.0,1.0,-2.35025,0.2727,0.56,,8.0,29.0,37.0
23.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.65,0.2239,,-12.616437499999998,28.0
0.0,0.0,1.0,1.0,1.0,0.26,0.2727,0.65,0.1045,4.0,7.0,11.0
12.785,-11.225,1.0,1.0,1.0,3.31015,0.2879,0.65,0.0896,0.0,,1.0
,0.0,1.0,,1.0,0.26,0.2879,0.65,0.0896,0.0,9.8523625,-22.241687499999998
3.0,-11.225,1.0,1.0,1.0,0.26,-2.875,0.65,0.1343,0.0,3.0,3.0
5.0,0.0,1.0,,1.0,,,0.7,0.1343,0.0,9.8523625,8.0
6.0,,13.8775,1.0,-6.25,-2.35025,0.2727,0.65,0.1343,1.0,27.0,
7.0,0.0,1.0,1.0,2.0,0.28,0.3182,0.61,0.0,4.0,,88.0
8.0,0.0,,1.0,2.0,0.3,0.303,0.56,0.1343,24.0,217.0,241.0
9.0,0.0,1.0,15.568150000000001,,0.32,0.303,0.53,,13.0,127.0,140.0
10.0,0.0,1.0,8.14,1.0,0.34,0.3182,7.1,0.2537,27.0,57.0,84.0
11.0,0.0,1.0,1.0,,0.36,0.3333,0.4,-10.116437499999998,,45.0,71.0
12.0,0.0,1.0,1.0,1.0,,,0.37,-10.116437499999998,-11.1,54.0,94.0
13.0,,1.0,1.0,-6.25,0.38,0.3939,0.36,-7.4950625,24.0,-12.616437499999998,75.0
14.0,0.0,1.0,,2.0,,0.3939,0.34,-7.4950625,27.0,52.0,79.0
-7.9750000000000005,0.0,1.0,1.0,1.0,0.38,0.3939,0.37,0.1642,24.0,77.0,101.0
16.0,-11.225,1.0,1.0,1.0,0.4,4.125,,0.1045,,,37.3936875
17.0,0.0,,1.0,1.0,,0.3939,-4.5,0.194,16.0,,271.0
12.785,0.0,23.461875,1.0,9.75,-2.35025,0.3636,0.4,0.1045,25.0,,37.345012499999996
19.0,0.0,1.0,-9.28025,1.0,0.36,0.3485,0.43,0.1343,17.0,21.289862499999998,150.0
20.0,0.0,,1.0,1.0,0.34,0.3182,0.46,,18.259999999999998,106.0,129.0
21.0,0.0,1.0,1.0,9.75,0.34,0.3333,7.1,0.1343,5.0,-12.616437499999998,-22.322812499999998
22.0,-11.225,1.0,1.0,1.0,0.32,0.3333,0.49,,4.0,43.0,47.0
,18.335,1.0,1.0,1.0,0.32,0.3485,0.53,0.0,,17.0,19.0
0.0,0.0,,1.0,1.0,0.32,0.3485,,,7.0,7.0,
1.0,0.0,2.0,1.0,9.75,0.3,0.303,,0.0896,4.0,,10.0
2.0,-11.225,2.0,,1.0,0.3,0.303,0.62,0.0896,1.0,-12.616437499999998,3.0
4.0,0.0,23.461875,1.0,1.0,-2.35025,0.2576,0.75,0.0896,1.0,1.0,37.3936875
5.0,0.0,2.0,1.0,1.0,0.24,0.2273,0.75,0.194,,11.0,11.0
6.0,0.0,2.0,1.0,1.0,,0.2273,0.8,0.194,3.0,32.0,
12.785,18.335,13.8775,,,0.24,0.2424,0.75,-10.116437499999998,,109.0,
8.0,18.335,2.0,1.0,-2.5,3.31015,4.125,0.7,0.0896,23.0,259.0,282.0
,,2.0,1.0,2.0,0.3,,0.7,0.0,10.0,9.8523625,157.0
-7.9750000000000005,18.335,2.0,1.0,,0.32,0.3182,0.66,0.194,22.0,56.0,
11.0,,2.0,,,0.34,,7.1,0.2239,27.0,-12.616437499999998,78.0
12.785,0.0,2.0,1.0,2.0,-2.35025,,,0.2239,,70.0,37.3936875
13.0,0.0,2.0,1.0,2.0,0.36,0.3333,,0.2836,23.0,-5.7539375,97.0
14.0,,-8.462499999999999,1.0,2.0,0.38,0.3939,0.46,0.2985,14.0,74.0,88.0
15.0,0.0,2.0,1.0,2.0,0.38,4.125,0.43,0.2836,18.259999999999998,,90.0
16.0,0.0,-14.213125000000002,-4.8999999999999995,2.0,0.38,0.3939,0.46,0.3284,,93.0,114.0
17.0,0.0,2.0,1.0,9.75,0.36,0.3485,7.1,0.194,22.0,-12.616437499999998,217.0
,0.0,,1.0,,,0.3333,0.62,0.2985,18.0,207.0,225.0
19.0,0.0,2.0,1.0,2.0,0.34,0.3182,0.71,0.2836,,138.0,152.0
20.0,0.0,2.0,8.14,2.0,-2.35025,0.3182,-4.5,,-11.1,79.0,88.0
,0.0,,1.0,3.0,0.32,0.3333,0.81,0.1045,,53.0,55.0
22.0,0.0,2.0,15.568150000000001,2.0,0.32,,7.1,0.1642,1.0,20.0,21.0
23.0,0.0,2.0,1.0,2.0,0.32,,0.87,0.1642,1.0,17.0,18.0
0.0,0.0,3.0,15.568150000000001,3.0,0.3,0.2879,0.93,0.2537,0.0,8.0,37.3936875
1.0,-11.225,23.3200875,-9.28025,3.0,3.31015,0.2727,1.0,0.2985,1.0,2.0,3.0
3.0,0.0,3.0,1.0,2.0,0.28,0.2727,-4.5,17.2698625,-11.1,9.8523625,37.3936875
,0.0,,1.0,,0.3,0.303,0.93,0.1642,0.0,1.0,37.3936875
5.0,,3.0,1.0,,0.3,0.3182,,0.1045,0.0,21.289862499999998,3.0
6.0,18.335,3.0,1.0,9.75,0.3,0.3182,0.93,-7.4950625,1.0,21.289862499999998,31.0
,0.0,3.0,1.0,2.0,0.3,0.2879,0.93,,18.259999999999998,101.0,
8.0,0.0,-8.462499999999999,1.0,2.0,3.31015,0.3182,0.93,0.0,-10.664375,227.0,37.3936875
9.0,0.0,3.0,,,0.32,0.3333,0.93,0.1343,10.0,144.0,
10.0,-11.225,3.0,1.0,,0.36,0.3485,0.81,0.1642,19.0,,68.0
11.0,0.0,,1.0,3.5,0.36,4.125,0.81,,,62.0,75.0
12.0,-11.225,3.0,-9.28025,2.0,0.4,0.4091,0.71,0.1045,23.0,65.0,88.0
13.0,0.0,3.0,1.0,2.0,0.4,-2.875,,0.1343,18.259999999999998,,99.0
-7.9750000000000005,-11.225,3.0,1.0,2.0,0.4,0.4091,-4.5,0.2239,33.0,67.0,100.0
15.0,0.0,,1.0,2.0,0.4,0.4091,0.76,17.2698625,22.0,79.0,101.0
16.0,-11.225,3.0,1.0,9.75,0.4,0.4091,0.76,0.1642,30.0,121.0,151.0
17.0,0.0,3.0,1.0,2.0,0.44,0.4394,0.54,0.2985,37.0,216.0,253.0
18.0,0.0,3.0,1.0,2.0,-2.35025,0.4394,0.54,0.2239,26.0,211.0,37.3936875
-7.9750000000000005,0.0,3.0,1.0,2.0,0.44,0.4394,0.51,0.3284,18.0,150.0,
-7.9750000000000005,,3.0,1.0,,0.42,0.4242,,0.2985,10.0,-12.616437499999998,121.0
21.0,0.0,3.0,1.0,2.0,0.42,0.4242,0.58,0.2836,,,78.0
22.0,18.335,3.0,-9.28025,2.0,0.4,0.4091,0.62,0.3881,11.0,21.289862499999998,59.0
23.0,0.0,-8.462499999999999,1.0,1.0,3.31015,0.4091,0.65,0.194,9.0,18.0,37.345012499999996
0.0,0.0,,1.0,1.0,0.38,0.3939,,0.2537,,19.0,23.0
12.785,,,1.0,1.0,0.36,,7.1,,1.0,11.0,12.0
2.0,-11.225,4.0,1.0,1.0,3.31015,0.303,0.71,0.2985,3.0,5.0,8.0
3.0,0.0,4.0,1.0,1.0,0.34,0.3333,0.66,0.1642,1.0,1.0,2.0
4.0,0.0,4.0,1.0,-2.5,0.34,0.3333,0.71,0.194,0.0,,3.0
9.75,0.0,4.0,1.0,1.0,0.32,0.3333,,0.1045,0.0,13.0,
-7.9750000000000005,0.0,4.0,1.0,1.0,3.31015,0.3182,0.76,0.194,4.0,,51.0
,0.0,,1.0,1.0,3.31015,4.125,0.76,0.1343,12.0,128.0,140.0
12.785,0.0,4.0,1.0,1.0,0.36,,,17.2698625,17.0,21.289862499999998,299.0
9.0,0.0,4.0,,,0.4,,0.62,0.2537,23.0,162.0,185.0
10.0,18.335,4.0,-4.8999999999999995,1.0,,0.4394,,0.3284,9.0,69.0,78.0
,,4.0,15.568150000000001,1.0,0.44,0.4394,0.54,0.2836,20.0,66.0,37.345012499999996
,0.0,,-4.8999999999999995,1.0,0.5,0.4848,0.45,0.2239,24.0,,105.0
13.0,0.0,4.0,1.0,2.0,0.52,0.5,0.42,-7.4950625,26.0,85.0,111.0
14.0,0.0,4.0,,1.0,-2.35025,0.4848,0.45,-10.116437499999998,32.0,87.0,119.0
