diameter,height,length,rings,sex,shell-weight,shucked-weight,viscera-weight,whole-weight
incons,19.0,82.0,7.0,3.0,22.0,22.8,6.9,56.1
67.0,21.0,82.0,7.0,3.0,21.0,28.1,12.8,66.1
incons,incons,83.0,6.0,3.0,incons,24.9,12.3,56.3
62.0,20.0,83.0,6.0,3.0,19.5,22.8,11.3,56.1
62.0,19.0,86.88485141726147,-55.75,3.0,23.0,22.5,12.5,91.65
170.5,20.0,84.0,11.0,3.0,22.7,33.5,12.5,73.6
68.0,20.0,86.0,8.0,3.0,24.0,27.9,13.3,68.1
-59.5,20.0,87.0,7.0,3.0,19.6,27.0,15.7,64.9
incons,22.0,87.0,7.0,3.0,22.0,30.3,incons,76.0
-59.5,21.0,87.0,8.0,3.0,21.0,31.2,11.1,-42.75000000000001
69.0,24.0,87.0,7.0,3.0,23.7,26.0,11.2,64.3
66.0,22.0,89.0,8.0,3.0,23.7,30.5,-54.750000000000014,71.6
24.218250888566622,22.0,93.0,-12.40031743137385,155.0,33.2,32.7,19.2,89.0
75.0,24.0,94.0,8.0,3.0,27.0,39.2,19.8,97.4
68.0,21.0,102.01858589339462,9.0,3.0,29.3,40.6,16.0,90.7
77.0,26.0,97.0,7.0,3.0,30.8,50.1,35.6,113.6
72.0,24.0,97.0,8.0,3.0,29.4,49.3,20.5,103.1
74.0,168.5,incons,9.0,3.0,30.0,37.7,19.3,incons
76.0,27.0,99.0,8.0,3.0,33.0,41.3,23.3,91.65
76.0,29.0,99.0,8.0,3.0,30.1,41.0,29.6,100.0
75.0,28.0,99.0,8.0,155.0,38.2,36.2,19.5,98.8
76.0,47.8600042003233,incons,9.0,3.0,30.0,56.0,21.2,-42.75000000000001
81.0,26.0,101.0,11.0,3.0,45.0,44.9,23.5,119.8
incons,29.0,101.0,8.0,3.0,194.375,-49.55000000000001,28.5,140.9
80.0,24.0,102.0,10.0,1.0,39.0,69.4,22.1,167.20961566207134
83.0,27.0,103.0,10.0,3.0,49.0,57.0,30.4,142.5
84.0,30.0,103.0,10.0,3.0,-80.625,incons,26.7,134.5
77.0,22.0,103.0,8.0,155.0,46.19958281517939,50.6,32.0,115.7
82.0,22.0,104.0,152.25,3.0,36.8,43.3,18.3,103.7
83.0,28.0,104.0,9.0,9.10588221476886,33.6,61.6,26.7,127.5
79.0,25.0,104.0,9.0,incons,33.0,incons,29.2,116.1
76.0,23.0,104.0,incons,3.0,28.5,65.7,incons,132.9
77.0,23.0,-44.400000000000006,10.0,3.0,28.6,51.1,31.2,116.2
83.0,24.0,105.0,9.0,3.0,33.9,56.1,24.0,119.2
81.0,56.16511927742679,105.0,8.0,3.0,42.0,60.9,30.7,139.3
80.0,29.0,105.0,9.0,3.0,35.0,incons,31.8,121.9
170.5,28.0,incons,8.0,3.0,46.0,incons,19.3,-42.75000000000001
86.0,32.0,106.0,9.0,23.157658752987125,48.0,64.2,25.5,144.9
79.0,26.0,106.0,-55.75,3.0,36.6,49.4,23.0,115.0
81.0,24.0,106.0,9.0,3.0,37.5,54.3,29.6,126.4
91.0,28.0,107.0,9.0,3.0,48.8,106.0,35.3,200.3
85.0,32.0,108.0,9.0,155.0,59.0,-49.55000000000001,40.1,incons
79.0,27.0,108.0,9.0,3.0,38.4,incons,31.0,131.1
78.0,25.0,108.0,8.0,3.0,38.0,50.5,166.05,125.1
85.0,28.0,109.0,10.0,3.0,48.8,61.0,46.2,103.77480080119578
86.0,-2.9050949989603936,109.0,9.0,3.0,50.0,52.3,28.1,incons
87.0,28.0,110.0,10.0,3.0,92.3117404377253,59.0,38.1,159.9
90.0,-85.5,110.0,6.0,3.0,46.0,67.5,28.1,160.8
incons,28.0,111.0,8.0,0.0,42.8,68.2,32.9,incons
82.0,41.87845101479811,111.0,8.0,3.739402473047053,38.8,46.9,42.527697720530846,119.8
80.0,26.0,111.0,7.0,0.0,incons,66.4,incons,141.5
90.0,35.0,111.0,9.0,3.0,44.0,60.8,35.1,147.6
91.0,27.0,111.0,9.0,0.0,47.0,76.4,34.2,167.4
89.0,incons,112.0,9.0,3.0,55.8,69.1,35.8,166.4
89.0,14.374694410025729,113.0,11.0,1.0,46.0,62.7,35.7,166.1
-59.5,25.0,113.0,7.0,0.0,37.0,60.4,30.9,133.4
91.0,31.0,113.0,11.0,0.0,52.0,84.2,36.6,187.1
87.0,168.5,113.0,9.0,3.0,incons,79.5,31.6,168.9
90.0,32.0,113.0,9.0,0.0,49.2,83.0,39.0,179.0
97.59459661523788,168.5,158.59659083090705,10.0,3.0,incons,75.1,43.0,174.3
92.0,31.0,114.0,11.0,155.0,53.0,90.8,-54.750000000000014,200.1
incons,31.0,114.0,11.0,0.0,51.75478227260341,71.7,34.8,166.4
88.0,35.0,114.0,9.0,0.0,56.6,76.1,45.7,188.3
incons,26.0,114.0,13.0,-20.842929910509643,47.6,85.5,39.1,incons
170.5,24.0,114.0,9.0,1.0,-11.819104005066905,76.4,30.5,160.6
90.0,26.0,115.0,9.0,155.0,45.3,63.6,38.6,157.0
90.0,31.0,115.0,9.0,0.0,47.0,99.0,42.9,195.3
87.0,27.0,115.0,incons,0.0,47.8,32.627960934161976,incons,198.4
91.0,31.0,115.0,11.0,0.0,59.0,93.7,4.595242925552284,202.6
89.0,29.0,115.0,10.0,0.0,54.0,75.9,-54.750000000000014,175.2
93.0,35.0,115.0,9.0,1.0,70.0,94.7,40.4,219.8
90.0,27.0,115.0,10.0,3.0,45.0,90.0,32.4,incons
90.0,27.0,115.0,11.0,3.0,47.8,67.5,42.3,164.9
86.0,31.0,115.0,incons,1.0,44.0,69.7,38.5,159.1
95.0,29.0,65.20659132744997,9.0,0.0,53.8,73.3,34.6,171.4
90.0,incons,116.0,9.0,1.0,194.375,80.7,34.6,incons
100.0,33.0,82.44261504742249,10.0,1.0,36.862441631530686,-65.9653280278582,37.0,185.0
88.0,30.0,116.0,10.0,0.0,55.9,103.6,43.7,209.3
88.0,29.0,116.0,10.0,3.0,48.4,130.25,32.9,158.1
88.0,32.0,116.0,9.0,0.0,49.7,67.3,40.1,165.9
91.0,30.0,57.955672663475994,10.0,0.0,44.6,86.3,39.93705334884981,177.2
94.0,27.0,120.0,11.0,1.0,52.8,93.1,39.1,194.0
92.0,34.0,120.0,11.0,0.0,65.8,91.2,67.4,236.1
95.0,30.0,120.0,10.0,0.0,62.1,-49.55000000000001,43.9,incons
incons,-85.5,120.0,11.0,1.0,59.6,96.99872549898217,57.7,-42.75000000000001
98.0,33.0,121.0,10.0,3.0,70.4,96.4,45.98863194713083,214.2
91.0,29.0,121.0,9.0,1.0,60.0,130.25,22.042179173960243,172.4
94.0,36.0,121.0,10.0,0.0,64.2,95.8,51.3,223.1
96.0,149.3,122.0,incons,0.0,54.0,87.5,52.3,206.2
92.0,incons,122.0,10.0,1.0,59.7,95.6,58.9,223.7
92.0,31.0,122.0,8.0,1.0,53.0,85.1,39.5,191.4
94.0,33.0,incons,11.0,1.0,58.8,113.2,55.7,235.7
94.0,29.0,123.0,11.0,155.0,57.0,88.7,56.5,205.7
94.0,30.0,99.20000000000002,9.0,0.0,53.7,99.5,56.6,53.71702825119338
99.0,32.0,123.0,12.0,1.0,64.5,116.3,63.9,251.0
99.0,40.0,-44.400000000000006,10.0,0.0,77.7,112.8,45.4,243.8
98.0,32.0,124.0,11.0,0.0,57.0,88.0,50.5,207.0
35.58297644378929,168.5,124.0,9.0,0.0,71.0,92.1,19.281041016159342,239.0
99.0,34.0,124.0,11.0,1.0,68.0,74.4,42.6,incons
99.0,39.0,124.0,15.0,0.0,103.9,130.25,69.2,302.9
94.0,30.0,124.0,9.0,0.0,65.0,117.4,88.1,261.8
97.0,31.0,124.0,-28.58171407395762,0.0,67.0,85.0,46.3,205.9
99.0,31.0,125.0,11.0,0.0,64.3,97.4,42.4,209.7
103.0,34.0,125.0,9.0,0.0,54.03129518279951,114.5,60.1,266.2
101.0,37.0,125.0,10.0,-63.0,70.7,104.0,-10.734088509056434,incons
89.0,49.9884412671763,125.0,11.0,1.0,-17.490340955811895,92.0,59.3,218.0
-59.5,36.0,125.0,11.0,1.0,75.0,70.7150971560931,70.2,270.8
94.0,29.0,125.0,11.0,1.0,53.0,95.0,40.0,196.8
98.0,31.0,126.0,9.0,0.0,57.8,-49.55000000000001,49.2,250.5
97.0,33.0,127.0,11.0,1.0,67.9,112.7,61.3,253.9
104.0,-3.9164243165560073,127.0,11.0,1.0,82.4,101.3,59.2,268.1
101.0,31.0,127.0,incons,1.0,incons,118.8,62.8,257.9
105.0,32.0,127.0,12.0,0.0,67.0,108.7,49.2,239.0
100.0,33.0,127.0,12.0,0.0,73.0,130.7,42.6,254.6
103.0,33.0,127.0,10.0,0.0,70.7,101.1,59.5,245.8
106.0,33.0,128.0,152.25,incons,70.0,95.3,incons,155.634115624342
96.0,29.0,128.0,10.0,1.0,68.0,-49.55000000000001,48.0,222.9
170.5,incons,79.24854110715809,10.0,1.0,82.0,98.9,51.1,262.3
98.0,27.0,128.0,incons,3.0,58.5,incons,34.5514997748602,220.0
98.0,31.0,128.0,9.0,0.0,68.0,-49.55000000000001,166.05,225.7
97.0,37.0,128.0,11.0,1.0,65.1,134.7,69.3,283.9
102.0,36.0,129.0,12.0,1.0,93.5,156.3,64.4,323.9
98.0,35.0,129.0,11.0,0.0,67.7,130.5,47.5,264.0
104.0,42.0,129.0,16.0,1.0,94.8,123.2,73.1,310.7
104.0,30.0,130.0,10.0,3.0,66.1,109.9,59.2,247.6
102.0,31.0,130.0,13.0,1.0,72.9,96.6,55.6,237.8
-59.5,37.0,130.0,10.0,1.0,79.7,106.2,76.8,91.65
103.0,36.0,131.0,11.0,1.0,99.4,123.9,49.7,282.4
105.0,35.0,131.0,10.0,incons,78.8,117.1,52.1,269.6
104.0,34.0,131.0,9.0,0.0,69.6,106.0,44.6,228.9
107.0,incons,132.0,10.0,1.0,98.0,118.5,55.5,288.3
102.0,-85.5,132.0,11.0,0.0,74.0,101.1,60.6,243.6
100.0,30.0,133.0,10.0,1.0,71.9,92.5,59.1,249.5
103.0,168.5,90.20476284296504,12.0,0.0,87.2,105.65605968086149,53.5,253.9
105.0,36.0,incons,12.0,0.0,80.0,134.3,58.0,285.8
106.0,41.0,134.0,14.878145220865385,155.0,83.2,128.6,49.3,280.3
103.0,30.0,135.0,11.0,incons,82.3,111.2,56.9,262.4
102.0,incons,135.0,11.0,1.0,84.9,125.9,60.5,294.6
108.0,38.0,136.0,152.25,0.0,94.3,143.3,70.8,324.6
108.0,31.0,136.0,10.0,0.0,76.8,incons,-54.750000000000014,306.8
38.20999260166903,incons,137.0,10.0,-63.0,81.5,132.3,incons,276.9
incons,1.1193785963096836,138.0,11.0,0.0,100.0,incons,80.4,338.3
109.0,37.0,139.0,13.0,0.0,90.1,132.9,76.7,314.3
115.0,41.0,140.0,13.0,1.0,107.6,121.0,89.4,140.1107912212324
170.5,35.0,140.0,12.0,0.0,75.0,131.3,incons,288.1
110.0,39.0,140.0,13.0,0.0,incons,135.0,69.4,324.9
107.0,44.0,141.0,10.0,1.0,87.9,185.8,76.7,373.2
170.5,36.0,144.0,12.0,1.0,100.2,146.4,72.1,334.1
113.0,38.0,144.0,11.0,0.0,194.375,216.3,166.05,416.2
33.69980595620735,incons,145.0,11.0,1.0,97.6,148.8,63.0,323.9
110.0,39.0,150.0,11.0,1.0,88.0,incons,73.2,366.5
121.0,43.0,152.0,13.0,0.0,129.2,160.2,98.3,434.6
26.0,8.0,incons,4.0,3.0,20.636797616805893,2.5,1.3,97.5199636521117
22.0,5.0,32.0,4.0,-63.0,-80.625,1.5,1.0,3.9
30.0,11.0,42.0,5.0,3.0,46.867227818956586,3.4,-11.433585213296602,9.3
42.0,incons,56.0,152.25,3.0,47.128829346636365,10.6,5.3,-42.75000000000001
40.0,13.0,56.0,7.0,3.0,6.0,7.2,3.7,17.9
43.0,12.0,57.0,6.0,3.0,6.0,6.2,4.6,18.7
42.0,14.0,58.0,5.0,3.0,6.0,9.6,4.1,22.3
42.0,29.548584792195566,58.0,6.0,3.0,6.0,11.2,incons,23.9
42.0,13.0,58.0,6.0,3.0,6.0,7.5,4.4,19.4
170.5,14.0,64.0,-10.645060894790726,3.0,8.2,11.7,5.1,60.248195404551026
50.0,14.0,65.0,7.0,3.0,8.0,17.5,7.1,34.9
50.0,16.0,67.0,6.0,3.0,9.9,13.9,8.8,33.9
47.0,16.0,70.0,7.0,3.0,194.375,14.5,9.3,34.0
50.0,14.0,70.0,6.0,3.0,9.2,14.3,51.83873573107353,32.1
